,S.no,zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,taxAssessedValue,lotAreaValue,lotAreaUnit,Bedrooms,Bathrooms,Full_bathrooms,Flooring,Heating_features,Cooling_features,Appliances_included,Laundry_features,Total_structure_area,Total_interior_livable_area,Fireplace_features,Parking_features,Stories,Pool_features,Lot_features,Home_type,Architectural_style,Property_subType,Roof,Year_built,Sewer_information,Water_information,Region,Interior_features,Total_number_of_fireplaces,Total_spaces,Garage_spaces,Covered_spaces,Livability,Crime,Employment,Housing,Schools
230,305,19745450,105 Hillbrook Dr,95032,Los Gatos,CA,37.234528,-121.95314,2750000,3,4,2400,SINGLE_FAMILY,-1,2795100,7066,1164331,9578.844,sqft,4,3,3," Carpet, Hardwood, Marble, Tile", Central Forced Air - Gas, Ceiling Fan(s)," Gas Cooktop, Dishwasher, Exhaust Fan, Disposal, Range Hood, Double Oven, Washer/Dryer"," In Utility Room, Inside",2400," 2,400 sqft",," Covered, Detached, Off Street, Workshop in Garage",,," Level, Sprinklers - Lawn, City Lot", SingleFamily,," Residential, Single Family Residence", Composition,1949, Private Sewer,, Los Gatos, Walk-In Closet(s),3,6,3,1,86,A+,A,C,A+
231,306,19666596,105 Plazoleta,95032,Los Gatos,CA,37.261585,-121.98904,1450000,3,3,2160,TOWNHOUSE,-1,1528500,5958,150594,2700.72,sqft,3,3,2," Carpet, Hardwood, Tile", Central Forced Air - Gas, Central Air," Electric Cooktop, Dishwasher, Disposal, Range Hood, Microwave, Oven, Electric Oven, Self Cleaning Oven, Refrigerator, Trash Compactor, Dryer, Washer"," Gas Hookup, In Utility Room",2160," 2,160 sqft"," Gas Log, Living Room, Other Location"," Attached, Garage Door Opener, Guest, Parking Restrictions",,, City Lot, Townhouse,," Residential, Townhouse"," Flat / Low Pitch,Tar/Gravel",1974, Public Sewer,, Los Gatos," Built-in Vacuum, High Ceilings",2,2,2,2,86,A+,A,C,A+
232,307,19747595,14400 Blossom Hill Rd,95032,Los Gatos,CA,37.235935,-121.91841,2500000,3,5,2448,SINGLE_FAMILY,-1,2521900,6828,364239,10166.904,sqft,5,3,3," Carpet, Tile, Vinyl / Linoleum", Central Forced Air, Central Air," Electric Cooktop, Dishwasher, Exhaust Fan, Disposal, Range Hood, Oven, Refrigerator, Washer/Dryer", In Garage,2448," 2,448 sqft", Family Room, Attached,,,, SingleFamily,," Residential, Single Family Residence", Composition,1964, Public Sewer,, Los Gatos, Walk-In Closet(s),2,2,2,2,86,A+,A,C,A+
233,308,19743816,135 Apricot Ln,95030,Los Gatos,CA,37.227947,-121.98758,3525000,2,3,2076,SINGLE_FAMILY,-1,3621400,7060,2248852,6098.4,sqft,3,2,2," Hardwood, Tile", Central Forced Air, Central Air," Dishwasher, Range Hood, Oven Range - Built-In, Refrigerator", In Garage,2076," 2,076 sqft"," Living Room, Wood Burning", On Street,,,, SingleFamily,," Residential, Single Family Residence", Composition,1925, Public Sewer,, Los Gatos," Vaulted Ceiling(s), Walk-In Closet(s)",1,1,1,2,86,A+,A,C,A+
234,309,19747103,131 Craig Way,95032,Los Gatos,CA,37.236362,-121.94162,3449000,3,4,2698,SINGLE_FAMILY,-1,3449004,6570,2245000,8921.088,sqft,4,3,3, Hardwood, Central Forced Air, Central Air," Gas Cooktop, Dishwasher, Exhaust Fan, Freezer, Range Hood, Oven Range - Built-In, Refrigerator, Washer/Dryer"," Inside, Tub / Sink",2698," 2,698 sqft", Wood Burning," Attached, Garage Door Opener",,,, SingleFamily,," Residential, Single Family Residence"," Asphalt,Shingle",1977, Public Sewer,, Los Gatos," High Ceilings, Walk-In Closet(s)",3,3,3,1,86,A+,A,C,A+
235,201,24906439,2868 Jennifer Dr,94546,Castro Valley,CA,37.70231,-122.09312,1023888,2,3,2317,SINGLE_FAMILY,-1,1109700,4281,112283,6969.6,sqft,3,2,2," Hardwood, Laminate, Tile", Central, None," Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker, Oven, Refrigerator, Washer", In Garage,2317," 2,317 sqft"," Brick, Family Room, Gas, Gas Starter, Living Room, Raised Hearth"," Attached, Garage Door Opener",3, None, Sloped Up, SingleFamily, Traditional, Single Family Residence,,1965, Public Sewer, Public, Castro Valley," Dining Area, Breakfast Bar, Tile Counters, Pantry",2,2,2,2,74,B-,B-,D+,B+
236,202,24913124,4253 Moreland Dr,94546,Castro Valley,CA,37.710876,-122.08095,949888,3,4,1715,SINGLE_FAMILY,-1,1015900,3610,88025,5662.8,sqft,4,3,2," Hardwood, Carpet", Fireplace(s), Central Air," Disposal, Microwave, Free-Standing Range, Refrigerator", In Garage,1715," 1,715 sqft", Living Room," Attached, Garage",2, None, Other, SingleFamily, Other, Single Family Residence,,1953, Public Sewer, Public, Castro Valley,,1,2,2,2,74,B-,B-,D+,B+
237,203,111393478,22126 Lantana Ct,94546,Castro Valley,CA,37.686577,-122.06729,949000,2,3,1424,SINGLE_FAMILY,-1,955100,3480,229685,5227.2,sqft,3,2,2," Hardwood, Linoleum", Forced Air, Wall/Window Unit(s)," Dishwasher, Disposal, Gas Range, Refrigerator, Gas Water Heater"," 220 Volt Outlet, In Garage",1424," 1,424 sqft"," Brick, Living Room, Wood Burning"," Attached, Garage Faces Front, Garage Door Opener",1, None," Regular, Front Yard, Landscape Front", SingleFamily, Traditional, Single Family Residence, Shingle,1957, Public Sewer, Public, Castro Valley, Laminate Counters,1,2,2,2,74,B-,B-,D+,B+
238,204,24907104,3243 Barrett Ct,94546,Castro Valley,CA,37.705845,-122.08724,1078000,2,4,1408,SINGLE_FAMILY,-1,1037400,3613,288158,6838.92,sqft,4,2,2," Hardwood, Tile", Forced Air, Central Air," Dishwasher, Disposal, Gas Range, Microwave, Refrigerator"," Dryer, In Garage, Washer",1408," 1,408 sqft", Gas Starter, Attached,1, None," Court, Cul-De-Sac, Landscape Back, Landscape Front, Paved", SingleFamily, Ranch, Single Family Residence, Shingle,1960, Public Sewer, Public, Castro Valley," Stone Counters, Eat-in Kitchen, Kitchen Island, Updated Kitchen",1,2,2,2,74,B-,B-,D+,B+
239,205,24910979,4147 Ravenwood Pl,94546,Castro Valley,CA,37.694523,-122.06044,698000,2,2,1168,TOWNHOUSE,-1,624700,2867,444720,871.2,sqft,2,2,1," Tile, Carpet, Engineered Wood", Forced Air, Ceiling Fan(s)," Dishwasher, Electric Range, Microwave, Refrigerator, Gas Water Heater", In Unit,1168," 1,168 sqft", None," Covered, Space Per Unit - 2",2, None," Level, Regular", Townhouse, Brown Shingle, Townhouse, Shingle,1970, Public Sewer, Public, Castro Valley," Breakfast Bar, Stone Counters, Updated Kitchen",,2,,,74,B-,B-,D+,B+
240,206,24911966,18426 Carlwyn Dr,94546,Castro Valley,CA,37.713272,-122.09052,1200000,3,4,2118,SINGLE_FAMILY,-1,1242200,4200,853030,5200.0186,sqft,4,3,2," Hardwood, Tile, Vinyl, Carpet", Forced Air, None," Dishwasher, Electric Range, Gas Water Heater", Hookups Only,2118," 2,118 sqft", Family Room," Attached, Garage Door Opener",2, None, Sloped Down, SingleFamily, Traditional, Single Family Residence, Shingle,1956, Public Sewer,, Castro Valley," Dining Area, Tile Counters",1,2,2,2,74,B-,B-,D+,B+
241,207,24965360,2877 Crystal Ct,94546,Castro Valley,CA,37.689777,-122.06423,579900,2,2,1048,TOWNHOUSE,-1,663600,2796,205645,2613.6,sqft,2,2,1," Tile, Vinyl", Forced Air, No Air Conditioning," Dishwasher, Electric Range, Refrigerator, Dryer, Washer"," Dryer, In Garage, Washer",1048," 1,048 sqft", Living Room," Attached, Garage, Int Access From Garage, Enclosed, Garage Faces Front",2, None," Corner Lot, Court, Cul-De-Sac, Level, Front Yard, Landscape Front", Townhouse, Craftsman, Townhouse,,1978, Public Sewer, Public, Castro Valley," Dining Area, Breakfast Bar, Breakfast Nook, Counter - Solid Surface, Updated Kitchen",1,3,1,1,74,B-,B-,D+,B+
242,208,24916806,19841 Edwin Markham Dr,94552,Castro Valley,CA,37.714718,-122.031136,1049000,2,3,1852,SINGLE_FAMILY,-1,1025700,4065,355517,6534,sqft,3,2,2," Linoleum, Tile, Carpet", Forced Air, Central Air,, Hookups Only,1852," 1,852 sqft", Family Room, Attached,1, None,, SingleFamily, Ranch, Single Family Residence, Shingle,1985, Public Sewer, Public, Castro Valley, Dining Area,1,2,2,2,74,B-,B-,D+,B+
243,209,24963777,21529 Dolores St,94546,Castro Valley,CA,37.688137,-122.07917,749900,1,2,1018,SINGLE_FAMILY,-1,757200,2799,275168,5227.2,sqft,2,1,1," Hardwood Flrs Throughout, Linoleum, Tile", Wall Furnace, Ceiling Fan(s)," Gas Range, Free-Standing Range, Gas Water Heater"," Hookups Only, In Garage",1018," 1,018 sqft", Living Room, Attached,1, None, Regular, SingleFamily, Traditional, Single Family Residence, Shingle,1948, Public Sewer," Public, Well", Castro Valley, Tile Counters,1,2,1,1,74,B-,B-,D+,B+
244,210,24911451,3530 Arcadian Dr,94546,Castro Valley,CA,37.71532,-122.09644,995000,3,3,1823,SINGLE_FAMILY,-1,1118300,3999,109280,6098.4,sqft,3,3,2," Hardwood, Linoleum, Vinyl", Forced Air, None," Dishwasher, Refrigerator, Gas Water Heater", In Garage,1823," 1,823 sqft"," Brick, Living Room", Attached,3, None, Sloped Down, SingleFamily, Bungalow, Single Family Residence, Shingle,1956, Public Sewer, Public, Castro Valley," Den, Laminate Counters",1,2,2,2,74,B-,B-,D+,B+
245,211,24905039,2403 San Carlos Ave,94546,Castro Valley,CA,37.694527,-122.092445,1099000,2,4,1701,SINGLE_FAMILY,-1,1159400,3857,85946,7405.2,sqft,4,2,2," Laminate, Tile, Carpet", Forced Air, Central Air,, Hookups Only,1701," 1,701 sqft", Family Room," Attached, Garage Door Opener",2, None," Court, Cul-De-Sac", SingleFamily, Mid Century Modern, Single Family Residence,,1956, Public Sewer,, Castro Valley," Dining Ell, Updated Kitchen",2,2,2,2,74,B-,B-,D+,B+
246,212,24908656,20253 Meadowlark Dr,94546,Castro Valley,CA,37.696915,-122.07057,1025000,2,3,1448,SINGLE_FAMILY,-1,1041900,3534,102580,5227.2,sqft,3,2,2," Hardwood Flrs Throughout, Laminate, Linoleum", Forced Air, Ceiling Fan(s)," Electric Range, Refrigerator, Gas Water Heater", In Garage,1448," 1,448 sqft", None," Attached, Off Street, Garage Door Opener",1, None," Level, Premium Lot", SingleFamily, Ranch, Single Family Residence, Shingle,1959, Public Sewer, Public, Castro Valley, Counter - Solid Surface,,3,2,2,74,B-,B-,D+,B+
247,213,24912928,4214 Seven Hills Rd,94546,Castro Valley,CA,37.71037,-122.0791,849000,1,2,1254,SINGLE_FAMILY,-1,878700,3058,596791,5900,sqft,2,1,1,, Central,,, In Garage,1254," 1,254 sqft",," Garage Faces Front, Independent, On Site (Single Family Only), Driveway",,,, SingleFamily,, Single Family Residence,,0,,, Castro Valley, Beamed Ceilings,,1,,,74,B-,B-,D+,B+
248,214,24908920,4208 Mabel Ave,94546,Castro Valley,CA,37.703243,-122.07145,850000,1,3,1020,SINGLE_FAMILY,-1,859000,3349,63303,5227.2,sqft,3,1,1," Hardwood, Other"," Forced Air, Natural Gas", Ceiling Fan(s)," Dishwasher, Oven, Dryer, Washer, Gas Water Heater"," Dryer, In Garage, Washer",1020," 1,020 sqft", Living Room, Attached,1, None," Level, Regular, Front Yard", SingleFamily, Other, Single Family Residence, Shingle,1950, Public Sewer, Public, Castro Valley," Dining Area, Counter - Solid Surface",1,1,1,1,74,B-,B-,D+,B+
249,215,24909654,4663 Seven Hills Rd,94546,Castro Valley,CA,37.708572,-122.069176,1368000,2,5,1792,SINGLE_FAMILY,-1,1228000,4099,875975,10454.4,sqft,5,2,2, Hardwood, Gravity, None," Dishwasher, Disposal, Gas Range, Refrigerator, Trash Compactor"," Dryer, Laundry Room, Washer, In Unit",1792," 1,792 sqft", Living Room," Carport - 2 Or More, No Parking on Site, RV/Boat Parking, Side Yard Access",1, None," 2 Houses / 1 Lot, Regular", SingleFamily, Other, Single Family Residence, Shingle,1928,,, Castro Valley," Kitchen Island, Updated Kitchen",1,4,,4,74,B-,B-,D+,B+
250,216,24912602,4638 Lockridge Way,94546,Castro Valley,CA,37.71429,-122.07567,1450000,3,4,2092,SINGLE_FAMILY,-1,1434656,4270,113901,7840.8,sqft,4,3,2, Hardwood, Forced Air, None," Dishwasher, Disposal, Range, Refrigerator", Hookups Only,2092," 2,092 sqft", None, Attached,2, None, Corner Lot, SingleFamily, Bungalow, Single Family Residence,,1960, Public Sewer, Public, Castro Valley,,,2,2,2,74,B-,B-,D+,B+
251,217,24913202,4333 Wildwood Pl,94546,Castro Valley,CA,37.720543,-122.08779,2195000,3,4,3574,SINGLE_FAMILY,-1,2142700,5528,1260514,0.35,acres,4,3,3," Hardwood Flrs Throughout, Carpet", Forced Air," Ceiling Fan(s), Central Air"," Disposal, Gas Range, Gas Water Heater"," 220 Volt Outlet, Hookups Only, Laundry Room",3574," 3,574 sqft"," Brick, Family Room, Living Room"," Attached, Parking Spaces, Garage Door Opener",1, None," Level, Premium Lot, Secluded, Front Yard, Landscape Back, Landscape Front", SingleFamily, Custom, Single Family Residence,,1987, Public Sewer, Public, Castro Valley," Dining Area, Kitchen/Family Combo, Counter - Solid Surface, Stone Counters",2,6,3,3,74,B-,B-,D+,B+
252,218,24914661,5854 Greenridge Rd,94552,Castro Valley,CA,37.713924,-122.047325,1550000,2,4,1781,SINGLE_FAMILY,-1,1550900,4063,95187,7840.8,sqft,4,2,2," Tile, Vinyl", Radiant, None," Dishwasher, Disposal, Oven, Refrigerator, Dryer, Washer, Gas Water Heater, Tankless Water Heater"," Dryer, Washer, Inside",1781," 1,781 sqft"," Brick, Wood Burning"," Attached, Carport, Off Street, Side Yard Access, Enclosed",1, None," Level, Front Yard, Landscape Back, Landscape Front", SingleFamily, Mid Century Modern, Single Family Residence, Composition,1960, Public Sewer, Public, Castro Valley," Atrium, Den, Dining Area, Breakfast Bar",1,3,,1,74,B-,B-,D+,B+
253,219,24915587,18625 W Cavendish Dr,94552,Castro Valley,CA,37.71599,-122.05097,2388888,3,4,2550,SINGLE_FAMILY,-1,1694300,5281,1238373,0.7574,acres,4,3,3," Tile, Vinyl, Carpet"," Forced Air, Natural Gas", Central Air," Dishwasher, Double Oven, Disposal, Gas Range, Microwave, Oven, Range, Refrigerator, Self Cleaning Oven, Dryer, Washer, Gas Water Heater"," 220 Volt Outlet, Dryer, Laundry Room, Washer",2550," 2,550 sqft"," Brick, Family Room, Insert, Living Room, Raised Hearth, Stone, Wood Burning"," Attached, Int Access From Garage, Garage Door Opener",2, None, Sloped Down, SingleFamily, Contemporary, Single Family Residence, Shingle,1983, Public Sewer, Public, Castro Valley," Bonus/Plus Room, In-Law Floorplan, Tile Counters, Updated Kitchen",2,3,3,3,74,B-,B-,D+,B+
254,220,24914612,5495 Greenridge Rd,94552,Castro Valley,CA,37.707016,-122.04605,1749000,2,4,2038,SINGLE_FAMILY,-1,1728102,4311,816766,0.32,acres,4,2,2," Tile, Cork", Zoned, Ceiling Fan(s)," Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker, Microwave, Oven, Refrigerator, Gas Water Heater"," 220 Volt Outlet, Dryer, Washer, Inside",2038," 2,038 sqft"," Brick, Wood Burning"," Attached, Off Street, Side By Side",1, None," Regular, Secluded", SingleFamily, Mid Century Modern, Single Family Residence,,1960, Public Sewer,, Castro Valley," Atrium, Tile Counters",2,2,2,2,74,B-,B-,D+,B+
255,221,24904691,20369 Wisteria St,94546,Castro Valley,CA,37.69684,-122.08582,1490000,4,4,2430,MULTI_FAMILY,-1,1490900,3081,114825,0.29,acres,4,4,," Linoleum, Carpet", Natural Gas, Ceiling Fan(s),,,2430," 2,430 sqft",," Carport - 2 Or More, Off Street, Parking Lot",,," Level, Premium Lot", MultiFamily,, 3+ Houses on Lot,,1951,,, Castro Valley,,,8,,,74,B-,B-,D+,B+
256,222,24915729,18779 W Cavendish Dr,94552,Castro Valley,CA,37.710796,-122.05099,1500000,3,4,2292,SINGLE_FAMILY,-1,1716100,4526,884214,8712,sqft,4,3,3," Hardwood, Vinyl, Other", Central, No Air Conditioning," Dishwasher, Electric Range, Disposal, Microwave, Free-Standing Range, Gas Water Heater"," Laundry Room, Electric",2292," 2,292 sqft"," Family Room, Gas, Wood Burning"," Attached, Garage Door Opener",3, None," Regular, Front Yard, Landscape Back, Landscape Front", SingleFamily, Contemporary, Single Family Residence, Shingle,1978, Public Sewer, Public, Castro Valley," Dining Area, Breakfast Nook, Stone Counters, Updated Kitchen",1,2,2,2,74,B-,B-,D+,B+
257,223,89729451,6498 Boone Dr,94552,Castro Valley,CA,37.716137,-122.03567,1695000,3,5,3068,SINGLE_FAMILY,-1,1669500,5000,1028011,7396.488,sqft,5,3,3,," Central Forced Air, Heating - 2+ Zones"," Central Air, Zoned"," Gas Cooktop, Dishwasher, Disposal, Ice Maker, Refrigerator, Washer/Dryer",,3068," 3,068 sqft"," Family Room, Gas, Living Room, Other Location", Attached,2,, Sprinklers - Lawn, SingleFamily, Contemporary," Residential, Single Family Residence"," Concrete,Tile",1986, Public Sewer, Public, Castro Valley, Wet Bar,3,2,2,2,74,B-,B-,D+,B+
258,224,24917267,19052 Mount Lassen Dr,94552,Castro Valley,CA,37.714752,-122.035095,1775000,3,4,3150,SINGLE_FAMILY,-1,1732525,5000,566609,6098.4,sqft,4,3,3," Hardwood, Carpet", Forced Air, Ceiling Fan(s)," Dishwasher, Double Oven, Disposal, Gas Range", Hookups Only,3150," 3,150 sqft"," Family Room, Gas, Gas Starter", Attached,2,, Regular, SingleFamily, Contemporary, Single Family Residence,,1989, Public Sewer, Public, Castro Valley," Bonus/Plus Room, Dining Area, Breakfast Bar, Stone Counters",1,2,2,2,74,B-,B-,D+,B+
259,226,111411009,5823 Shadow Ridge Dr,94552,Castro Valley,CA,37.716103,-122.042404,1598000,3,4,2256,SINGLE_FAMILY,-1,1584008,4440,1143387,9147.6,sqft,4,3,3," Tile, Other", Forced Air, Central Air," Dishwasher, Disposal, Gas Range, Microwave, Oven, Refrigerator, Gas Water Heater"," Hookups Only, In Garage",2256," 2,256 sqft"," Family Room, Wood Burning"," Attached, Int Access From Garage, RV/Boat Parking, Side Yard Access, Electric Vehicle Charging Station(s), Garage Faces Front, Garage Door Opener",2," In Ground, Pool Cover, Pool Sweep, Solar Heat, Pool/Spa Combo, Outdoor Pool"," Premium Lot, Front Yard", SingleFamily, Traditional, Single Family Residence,,1972, Public Sewer, Public, Castro Valley," Breakfast Nook, Stone Counters, Pantry, Updated Kitchen, Wet Bar",1,2,2,2,74,B-,B-,D+,B+
260,227,24964207,21935 Baywood Ave,94546,Castro Valley,CA,37.683556,-122.08145,929000,2,3,1737,SINGLE_FAMILY,-1,1000700,3800,112121,6534,sqft,3,2,2," Tile, Vinyl, Carpet", Forced Air, Ceiling Fan(s)," Dishwasher, Disposal, Gas Range, Refrigerator, Dryer, Washer, Gas Water Heater"," Dryer, Gas Dryer Hookup, In Garage, Washer",1737," 1,737 sqft"," Brick, Insert, Living Room, Recreation Room, Wood Burning", Attached,1, None," Premium Lot, Front Yard, Private", SingleFamily, Contemporary, Single Family Residence, Shingle,1947, Public Sewer, Public, Castro Valley," Breakfast Nook, Tile Counters, Eat-in Kitchen",1,2,2,2,74,B-,B-,D+,B+
261,228,24967107,3779 Boulder Canyon Dr,94552,Castro Valley,CA,37.69012,-122.04355,1595000,3,4,2352,SINGLE_FAMILY,-1,1584500,4494,563318,4791.6,sqft,4,3,3," Tile, Carpet", Forced Air, None," Dishwasher, Gas Range, Microwave", Laundry Room,2352," 2,352 sqft", Family Room, Attached,2, None," Landscape Back, Wood", SingleFamily, Contemporary, Single Family Residence,,1998, Public Sewer, Public, Castro Valley, Tile Counters,1,2,2,2,74,B-,B-,D+,B+
262,229,24903966,21113 Tyee Ct,94546,Castro Valley,CA,37.6922,-122.08528,898000,1,2,1116,SINGLE_FAMILY,-1,924300,2849,59607,0.42,acres,2,1,1, Hardwood, Natural Gas, None,, Laundry Room,1116," 1,116 sqft", None," Side Yard Access, Parking Lot",1, None," Court, Cul-De-Sac, Premium Lot", SingleFamily, Bungalow, Single Family Residence, Shingle,1947, Public Sewer, Public, Castro Valley,,,,,,74,B-,B-,D+,B+
263,230,24968377,5051 Stone Canyon Dr,94552,Castro Valley,CA,37.680683,-122.03761,1699000,3,4,2605,SINGLE_FAMILY,-1,1649900,4952,653165,7226.604,sqft,4,3,2,, Central Forced Air, Central Air," Gas Cooktop, Dishwasher, Microwave, Oven, Dryer, Washer",,2605," 2,605 sqft"," Family Room, Living Room", Attached,2, Community,, SingleFamily,," Residential, Single Family Residence", Tile,1999, Public Sewer, Public, Castro Valley,,,3,3,3,74,B-,B-,D+,B+
264,231,24915140,8700 Oak Tree Ln,94552,Castro Valley,CA,37.736618,-122.026,2298800,2,3,2844,SINGLE_FAMILY,-1,2320000,3200,594170,6.4,acres,3,2,2," Hardwood, Tile, Carpet", Forced Air, None," Dishwasher, Disposal, Gas Range, Microwave, Oven, Range, Refrigerator, Gas Water Heater, Water Softener"," Laundry Room, Sink",2844," 2,844 sqft"," Family Room, Raised Hearth, Stone, Wood Burning"," Detached, Parking Spaces, RV/Boat Parking, Workshop in Garage, Garage Faces Front, RV Possible, Garage Door Opener",1, None," Horses Possible, Premium Lot, Front Yard, Landscape Back, Landscape Front, Landscape Misc, Paved, Pool Site, Security Gate", SingleFamily," Custom,Ranch", Single Family Residence, Shingle,1974, Septic Tank, Well, Castro Valley," Bonus/Plus Room, Kitchen/Family Combo, Storage, Breakfast Nook, Stone Counters, Pantry, Updated Kitchen",1,12,3,3,74,B-,B-,D+,B+
265,232,24906081,2598 Miramar Ave,94546,Castro Valley,CA,37.703358,-122.09982,1049000,2,5,1633,SINGLE_FAMILY,-1,1088900,3728,364961,6969.6,sqft,5,2,2, Vinyl," Forced Air, Fireplace(s)", Other," Dishwasher, Microwave, Free-Standing Range, Refrigerator, Dryer, Washer"," Dryer, In Basement, Washer, Inside, Sink",1633," 1,633 sqft", Living Room," Attached, Other",, None," Corner Lot, Front Yard", SingleFamily, Other, Single Family Residence,,1946, Public Sewer, Public, Castro Valley," Bonus/Plus Room, Storage",1,1,1,1,74,B-,B-,D+,B+
266,233,24915216,5373 San Simeon Pl,94552,Castro Valley,CA,37.70152,-122.04603,899900,3,3,1546,TOWNHOUSE,-1,947311,3499,746330,1895,sqft,3,3,2,, Central,," Dishwasher, Free-Standing Electric Oven, Free-Standing Electric Range, Free-Standing Refrigerator, Gas Water Heater, Microwave, Dryer, Washer",,1546," 1,546 sqft"," Brick, Gas Log, Gas Starter"," Covered, Enclosed, Garage Door Opener, Guest, Side By Side, Side by Side, On Site (Single Family Only), Driveway",2,,, Townhouse,, Townhouse,,1981, Public Sewer, Public, Castro Valley,,1,2,,,74,B-,B-,D+,B+
267,234,24912390,18124 Lamson Rd,94546,Castro Valley,CA,37.714977,-122.08321,1150000,2,3,1356,SINGLE_FAMILY,-1,1263400,3549,501387,0.26,acres,3,2,2," Hardwood, Carpet", Gravity, None,," Gas Dryer Hookup, Hookups Only, In Garage",1356," 1,356 sqft", Brick," Garage Faces Front, RV Storage, Side By Side, Garage Door Opener",1, None, Level, SingleFamily, Ranch, Single Family Residence, Shingle,1950, Public Sewer,, Castro Valley," Den, Breakfast Bar",1,2,2,2,74,B-,B-,D+,B+
